number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_lr,params_noise_std,params_noise_type,params_train_freq,state
20,0.5411098599433899,2020-06-22 09:49:50.693958,2020-06-22 15:46:40.389443,0 days 05:56:49.695485000,128,10000,0.9,0.011478405407965183,0.3819269210710483,ornstein-uhlenbeck,10,COMPLETE
21,0.42158347368240356,2020-06-22 09:49:50.694286,2020-06-22 15:48:51.390650,0 days 05:59:00.696364000,128,10000,0.99,2.9805078099373025e-05,0.6432268632313319,normal,100,COMPLETE
22,6.368797302246094,2020-06-22 09:49:50.694572,2020-06-22 13:01:30.502164,0 days 03:11:39.807592000,256,100000,0.9,0.40231585642039047,0.8497446073224614,ornstein-uhlenbeck,100,PRUNED
23,0.7061308026313782,2020-06-22 09:49:50.694850,2020-06-22 20:18:46.430292,0 days 10:28:55.735442000,256,100000,0.95,0.012953567671431803,0.3828909020580181,ornstein-uhlenbeck,1000,COMPLETE
24,4.612187385559082,2020-06-22 09:49:50.695243,2020-06-22 20:32:47.527754,0 days 10:42:56.832511000,256,1000000,0.999,0.003889893627385262,0.6072828883289582,normal,1,COMPLETE
25,1.9530885219573975,2020-06-22 09:49:50.695560,2020-06-22 11:13:44.663536,0 days 01:23:53.967976000,16,100000,0.95,0.2839386915032658,0.879812516423576,ornstein-uhlenbeck,1000,COMPLETE
26,0.24247798323631287,2020-06-22 09:49:50.695824,2020-06-22 11:56:00.380397,0 days 02:06:09.684573000,32,1000000,0.999,0.0005580079972208869,0.7861961692878427,normal,10,COMPLETE
27,2.0292165279388428,2020-06-22 09:49:50.696093,2020-06-22 13:11:42.820918,0 days 03:21:52.124825000,64,100000,0.95,6.721729715435248e-05,0.8982901750168031,normal,1000,COMPLETE
28,0.5985377430915833,2020-06-22 09:49:50.696446,2020-06-22 15:44:47.909733,0 days 05:54:57.213287000,128,100000,0.95,2.7246404868463347e-05,0.9163889539126913,normal,10,COMPLETE
29,1.9530885219573975,2020-06-22 09:49:50.696811,2020-06-22 11:13:55.931143,0 days 01:24:05.234332000,16,100000,0.98,0.00804700858513937,0.9416694573330526,ornstein-uhlenbeck,10,COMPLETE
30,2.1887669563293457,2020-06-22 09:49:50.697495,2020-06-22 11:14:11.802563,0 days 01:24:21.105068000,16,100000,0.999,0.0009938469290540607,0.1793697710123492,ornstein-uhlenbeck,1,COMPLETE
31,4.500011920928955,2020-06-22 09:49:50.710525,2020-06-22 14:39:04.615660,0 days 04:49:13.905135000,100,10000,0.9999,0.6238740100101345,0.39756759451632584,ornstein-uhlenbeck,10,COMPLETE
32,5.434684753417969,2020-06-22 11:13:44.670333,2020-06-22 11:58:37.133839,0 days 00:44:52.463506000,16,100000,0.999,0.0001589521628945693,0.3003614815693324,ornstein-uhlenbeck,100,PRUNED
33,4.217720031738281,2020-06-22 11:13:55.942313,2020-06-22 14:30:40.508902,0 days 03:16:44.566589000,64,100000,0.995,0.014262199546369873,0.37176433943603815,ornstein-uhlenbeck,1,COMPLETE
34,1.3678982257843018,2020-06-22 11:14:01.070984,2020-06-22 14:28:45.902065,0 days 03:14:44.831081000,64,1000000,0.98,4.6655059240903856e-05,0.09457746896566976,normal,100,COMPLETE
35,1.0823360681533813,2020-06-22 11:14:08.520104,2020-06-22 16:04:54.000480,0 days 04:50:45.480376000,100,1000000,0.9999,0.0013158461842479147,0.43603533532793437,ornstein-uhlenbeck,10,COMPLETE
36,1.0336443185806274,2020-06-22 11:14:11.824473,2020-06-22 17:06:52.094947,0 days 05:52:40.270474000,128,100000,0.98,0.00021644366084405163,0.238926920062849,ornstein-uhlenbeck,100,COMPLETE
37,5.6097331047058105,2020-06-22 11:14:32.576292,2020-06-22 17:01:17.684111,0 days 05:46:45.107819000,128,10000,0.999,0.11936563367301366,0.5264755218543162,normal,100,COMPLETE
38,1.464572548866272,2020-06-22 11:15:11.632613,2020-06-22 14:31:32.603262,0 days 03:16:20.970649000,64,1000000,0.9,0.012335022040108086,0.15553775776841716,normal,100,COMPLETE
39,0.38126835227012634,2020-06-22 11:15:13.013869,2020-06-22 17:09:55.815248,0 days 05:54:42.801379000,128,1000000,0.98,0.0003506587713355554,0.9260410009982599,normal,1000,COMPLETE
40,3.160027503967285,2020-06-22 11:55:27.040951,2020-06-22 15:06:31.296151,0 days 03:11:04.255200000,64,100000,0.9999,0.22918340538679077,0.14608970146633227,normal,10,COMPLETE
41,1.3391873836517334,2020-06-22 11:56:00.385258,2020-06-22 17:39:04.424473,0 days 05:43:04.039215000,512,1000000,0.9999,0.01616066574998795,0.690910214695488,normal,10,PRUNED
42,0.4974527955055237,2020-06-22 11:58:38.301318,2020-06-22 22:19:24.015685,0 days 10:20:45.714367000,256,10000,0.9999,1.2188119269147438e-05,0.7177955945322222,normal,100,COMPLETE
43,0.6457012891769409,2020-06-22 12:08:32.686041,2020-06-22 17:44:38.012584,0 days 05:36:05.326543000,128,10000,0.995,1.4542621523691802e-05,0.651656752789563,normal,100,COMPLETE
44,0.5132719278335571,2020-06-22 13:01:31.581437,2020-06-22 18:28:17.809157,0 days 05:26:46.227720000,128,10000,0.995,1.5006923159678057e-05,0.5787912337740845,normal,100,COMPLETE
45,1.0928492546081543,2020-06-22 13:11:42.829934,2020-06-22 18:52:02.925416,0 days 05:40:20.095482000,512,10000,0.9999,1.898106359580445e-05,0.6393701858154042,normal,2000,PRUNED
46,0.6435821056365967,2020-06-22 13:12:16.395472,2020-06-23 06:32:56.478341,0 days 17:20:40.082869000,512,10000,0.9999,1.08416889800219e-05,0.6342686142083938,normal,10,COMPLETE
47,0.31748679280281067,2020-06-22 13:14:15.051221,2020-06-22 15:05:07.243950,0 days 01:50:52.192729000,32,10000,0.995,0.0003552825669547937,0.4948551302246177,normal,10,COMPLETE
48,0.03976297751069069,2020-06-22 14:28:45.910965,2020-06-22 16:19:46.782979,0 days 01:51:00.872014000,32,10000,0.995,0.0002899010806483823,0.39136847334031694,normal,10,COMPLETE
49,1.1695411205291748,2020-06-22 14:30:40.516900,2020-06-22 16:20:49.446568,0 days 01:50:08.929668000,32,10000,0.9999,1.3137738744738593e-05,0.6038620735356255,normal,10,COMPLETE
50,2.0723814964294434,2020-06-22 14:31:32.608426,2020-06-22 15:04:46.751653,0 days 00:33:14.143227000,32,10000,0.9999,0.0003089087800805415,0.5788097218348593,normal,10,PRUNED
51,4.7749176025390625,2020-06-22 14:39:04.619061,2020-06-22 15:11:40.099477,0 days 00:32:35.480416000,32,10000,0.9999,1.129703483216669e-05,0.6262679210100147,normal,2000,PRUNED
52,0.037837181240320206,2020-06-22 14:40:29.850760,2020-06-22 16:26:38.574622,0 days 01:46:08.723862000,32,10000,0.9999,0.0002375898086559317,0.5757724244213915,normal,10,COMPLETE
53,1.3312880992889404,2020-06-22 14:42:54.993710,2020-06-22 22:27:10.613639,0 days 07:44:15.619929000,512,10000,0.995,0.00024013412419118652,0.6040973720203805,ornstein-uhlenbeck,2000,PRUNED
54,0.487997829914093,2020-06-22 15:04:47.978115,2020-06-23 07:04:11.369115,0 days 15:59:23.391000000,512,10000,0.995,1.529372283804088e-05,0.0009137736499900129,ornstein-uhlenbeck,2000,COMPLETE
55,1.0975667238235474,2020-06-22 15:05:07.247767,2020-06-22 20:37:04.930907,0 days 05:31:57.683140000,128,10000,0.995,1.2086026803307186e-05,0.7407644695583119,normal,2000,COMPLETE
56,1.551824927330017,2020-06-22 15:06:31.302845,2020-06-23 06:57:01.354720,0 days 15:50:30.051875000,512,10000,0.995,1.857459121881902e-05,0.7475824582777233,normal,2000,COMPLETE
57,1.6429774761199951,2020-06-22 15:11:41.118999,2020-06-23 05:26:16.234053,0 days 14:14:35.115054000,512,10000,0.995,1.0780572406172837e-05,0.7658118170878536,normal,2000,PRUNED
58,8.41489315032959,2020-06-22 15:44:47.916387,2020-06-22 21:18:31.371373,0 days 05:33:43.454986000,512,10000,0.995,0.00026489629092937047,0.7526989137203879,normal,2000,PRUNED
59,0.047533515840768814,2020-06-22 15:46:40.391426,2020-06-23 07:01:07.639744,0 days 15:14:27.248318000,512,1000000,0.995,0.00030471303886297135,0.7251987754994877,normal,2000,COMPLETE
60,1.1500296592712402,2020-06-22 15:48:40.188944,2020-06-23 05:40:47.647095,0 days 13:52:07.458151000,512,1000000,0.995,0.0002129406907175869,0.7599882175913217,normal,2000,PRUNED
61,4.05279541015625,2020-06-22 15:48:51.393151,2020-06-22 21:18:34.951520,0 days 05:29:43.558369000,512,1000000,0.995,0.0002640357152786454,0.7681212030186307,normal,2000,PRUNED
62,0.6671959161758423,2020-06-22 15:52:46.441937,2020-06-23 07:05:54.443267,0 days 15:13:08.001330000,512,10000,0.995,1.239309275333352e-05,0.7837330983854678,normal,2000,COMPLETE
63,0.5599238276481628,2020-06-22 15:54:19.205023,2020-06-23 07:06:31.872524,0 days 15:12:12.667501000,512,10000,0.995,1.3696537045196394e-05,0.7562317382687636,normal,2000,COMPLETE
64,3.182565927505493,2020-06-22 16:04:54.012895,2020-06-23 06:38:29.162986,0 days 14:33:35.150091000,512,10000,0.995,1.2924083649851576e-05,0.7687092418001551,normal,2000,PRUNED
65,2.2267379760742188,2020-06-22 16:19:46.788168,2020-06-22 16:59:47.631293,0 days 00:40:00.843125000,32,10000,0.995,0.00022177819610575317,0.540763149268837,normal,2000,PRUNED
66,1.0521384477615356,2020-06-22 16:20:49.452147,2020-06-23 07:07:23.934758,0 days 14:46:34.482611000,512,10000,0.995,0.00018685653093134964,0.7163625817388838,normal,2000,COMPLETE
67,0.24757888913154602,2020-06-22 16:26:38.580026,2020-06-23 07:05:00.472123,0 days 14:38:21.892097000,512,10000,0.995,0.00016315770619791518,0.7643114344985639,normal,2000,COMPLETE
68,3.281670331954956,2020-06-22 16:59:48.760941,2020-06-23 07:08:07.164125,0 days 14:08:18.403184000,512,10000,0.995,0.0005547062849662249,0.70364130800888,normal,2000,COMPLETE
69,0.7061308026313782,2020-06-22 17:01:17.687856,2020-06-23 07:08:06.313463,0 days 14:06:48.625607000,512,10000,0.995,0.0006354606961087433,0.7145217682763317,normal,2000,COMPLETE
70,0.06673659384250641,2020-06-22 17:06:52.098763,2020-06-23 07:08:02.705995,0 days 14:01:10.607232000,512,10000,0.995,0.0006038168778444498,0.7690258374778199,normal,2000,COMPLETE
71,1.0549722909927368,2020-06-22 17:09:55.820472,2020-06-22 22:43:28.005769,0 days 05:33:32.185297000,512,10000,0.995,0.0007310378158421375,0.7276931943289933,normal,2000,PRUNED
72,0.09907355904579163,2020-06-22 17:39:05.789411,2020-06-22 19:19:33.658029,0 days 01:40:27.868618000,32,10000,0.995,0.0005206512980502027,0.8039246372449217,normal,2000,COMPLETE
73,0.4124515652656555,2020-06-22 17:44:38.015628,2020-06-22 19:25:20.564504,0 days 01:40:42.548876000,32,10000,0.995,0.00011077745781688739,0.7824303553714667,normal,2000,COMPLETE
74,4.890592575073242,2020-06-22 18:28:17.811588,2020-06-22 20:09:58.162136,0 days 01:41:40.350548000,32,10000,0.995,0.0006471502433980024,0.033061181884836977,normal,2000,COMPLETE
75,0.263366162776947,2020-06-22 18:52:04.290853,2020-06-22 20:33:50.571691,0 days 01:41:46.280838000,32,10000,0.995,0.000723498564129219,0.7908471876491229,normal,2000,COMPLETE
76,0.7061308026313782,2020-06-22 19:19:33.662280,2020-06-22 21:01:44.273994,0 days 01:42:10.611714000,32,10000,0.995,0.0022399541630436504,0.789581229456902,normal,2000,COMPLETE
77,2.4355809688568115,2020-06-22 19:25:20.567808,2020-06-22 21:08:03.947276,0 days 01:42:43.379468000,32,10000,0.995,0.0007271138820157487,0.02323925389650444,normal,2000,COMPLETE
78,0.5411098599433899,2020-06-22 20:09:58.165373,2020-06-22 21:50:39.079707,0 days 01:40:40.914334000,32,10000,0.995,0.0026637680740631163,0.8212448635244862,normal,2000,COMPLETE
79,2.384448289871216,2020-06-22 20:18:46.437206,2020-06-22 21:58:34.833060,0 days 01:39:48.395854000,32,10000,0.995,0.003500859278004466,0.7869960347419686,normal,2000,COMPLETE
80,1.5565303564071655,2020-06-22 20:23:13.067933,2020-06-23 05:40:22.246224,0 days 09:17:09.178291000,256,10000,0.995,8.388829129086676e-05,0.03845734984258338,normal,2000,COMPLETE
81,4.214053153991699,2020-06-22 20:32:47.530024,2020-06-23 05:45:54.390417,0 days 09:13:06.860393000,256,10000,0.995,0.002350801472475495,0.0008781296641985764,normal,2000,COMPLETE
82,4.462320804595947,2020-06-22 20:33:50.574584,2020-06-22 23:17:08.865442,0 days 02:43:18.290858000,256,10000,0.995,9.504820392929739e-05,0.06050424624687112,normal,2000,PRUNED
83,5.622139930725098,2020-06-22 20:37:04.936686,2020-06-22 23:23:39.713254,0 days 02:46:34.776568000,256,10000,0.995,0.00010054677928259376,0.00014734223467216534,normal,2000,PRUNED
84,2.1769638061523438,2020-06-22 20:39:57.609257,2020-06-23 05:43:23.444411,0 days 09:03:25.835154000,256,10000,0.995,0.0021141242909862505,0.9885508371568204,normal,2000,COMPLETE
85,0.21010038256645203,2020-06-22 21:01:44.279849,2020-06-23 05:58:27.767941,0 days 08:56:43.488092000,256,1000000,0.999,0.00017129123207147262,0.042924526925093735,normal,10,COMPLETE
86,2.680246591567993,2020-06-22 21:08:03.950568,2020-06-23 06:01:50.906596,0 days 08:53:46.956028000,256,1000000,0.999,0.00011916721470057776,0.08208705444049144,normal,10,COMPLETE
87,0.6300026178359985,2020-06-22 21:18:32.621948,2020-06-23 06:02:23.226168,0 days 08:43:50.604220000,256,1000000,0.999,0.00011127827360392581,0.09573176055994895,normal,10,COMPLETE
88,1.500611424446106,2020-06-22 21:18:36.065068,2020-06-23 06:03:29.171017,0 days 08:44:53.105949000,256,100000,0.999,0.00011053604227918276,0.9799040074587687,normal,10,COMPLETE
89,0.08580141514539719,2020-06-22 21:50:39.082967,2020-06-23 06:13:46.396899,0 days 08:23:07.313932000,256,100000,0.95,9.274461928738388e-05,0.6918015008333832,normal,10,COMPLETE
90,0.21396780014038086,2020-06-22 21:58:34.836026,2020-06-23 06:15:39.147283,0 days 08:17:04.311257000,256,100000,0.95,0.00010553136448981435,0.09172117862177376,normal,10,COMPLETE
91,0.38280797004699707,2020-06-22 22:19:24.020482,2020-06-23 02:18:52.643180,0 days 03:59:28.622698000,100,100000,0.95,0.00012567075631328786,0.33551259844883197,normal,10,COMPLETE
92,0.07328145951032639,2020-06-22 22:27:11.862777,2020-06-23 02:26:01.112154,0 days 03:58:49.249377000,100,100000,0.95,0.00011095084258559003,0.8452264443759623,normal,10,COMPLETE
93,0.046052511781454086,2020-06-22 22:43:29.310339,2020-06-23 02:47:54.608296,0 days 04:04:25.297957000,100,100000,0.95,0.0001100657262957895,0.8567948074847035,normal,10,COMPLETE
94,0.07370829582214355,2020-06-22 23:17:10.031988,2020-06-23 03:16:00.417668,0 days 03:58:50.385680000,100,100000,0.95,0.00014843838271248692,0.8488304656626253,normal,10,COMPLETE
95,3.363734483718872,2020-06-22 23:23:41.095498,2020-06-23 00:30:24.420869,0 days 01:06:43.325371000,100,100000,0.95,0.0005040825478616654,0.8703488697819449,normal,10,PRUNED
96,0.05520615726709366,2020-06-23 00:30:25.800199,2020-06-23 04:27:56.164729,0 days 03:57:30.364530000,100,100000,0.95,0.0015699352932415727,0.3379831289970445,normal,10,COMPLETE
97,1.4950953722000122,2020-06-23 02:18:52.649318,2020-06-23 02:46:19.624135,0 days 00:27:26.974817000,32,100000,0.999,0.0013966277322990564,0.10864531204118794,normal,10,PRUNED
98,0.11948051303625107,2020-06-23 02:26:01.118582,2020-06-23 05:53:23.799433,0 days 03:27:22.680851000,100,100000,0.95,3.8865539785494915e-05,0.8410940055669586,normal,10,COMPLETE
99,0.10313652455806732,2020-06-23 02:46:20.985362,2020-06-23 06:02:27.956119,0 days 03:16:06.970757000,100,100000,0.95,5.3490874032293045e-05,0.9843479160474391,normal,10,COMPLETE
