number,value,datetime_start,datetime_complete,duration,params_cg_iters,params_ent_coef,params_gamma,params_lamdba,params_max_kl,params_timesteps_per_batch,params_vf_iters,params_vf_stepsize,state
24,0.49462684988975525,2020-06-23 07:56:32.533889,2020-06-23 07:57:18.621947,0 days 00:00:46.088058000,20,3.727999732339982e-08,0.99,0.9,0.2161632937678025,1024,5,0.002501627244758028,PRUNED
25,0.8721686601638794,2020-06-23 07:57:19.029978,2020-06-23 07:58:46.220816,0 days 00:01:27.190838000,20,0.03672573304290829,0.95,0.9,0.0057754763772038895,64,10,0.0002366995650492379,PRUNED
26,0.07396140694618225,2020-06-23 07:58:46.640323,2020-06-23 08:00:27.783641,0 days 00:01:41.143318000,20,6.013563592434343e-08,0.95,0.9,0.040398440863037365,2048,5,0.04199105431049695,COMPLETE
27,0.5485313534736633,2020-06-23 08:00:27.784481,2020-06-23 08:02:12.802618,0 days 00:01:45.018137000,20,4.578405623753708e-05,0.95,0.9,0.0004174329976963267,32,10,0.0015152905567450104,PRUNED
28,0.6985427737236023,2020-06-23 08:02:13.241626,2020-06-23 08:02:48.260432,0 days 00:00:35.018806000,30,0.0005493312377137124,0.95,0.99,0.2748766093299904,4096,10,8.997718828477851e-05,PRUNED
29,0.5439258217811584,2020-06-23 08:02:48.703948,2020-06-23 08:03:25.765159,0 days 00:00:37.061211000,10,0.006250507796022626,0.995,0.9,0.08929155236260664,512,3,0.027043589611593203,PRUNED
30,1.3102712631225586,2020-06-23 08:03:26.237506,2020-06-23 08:04:00.321659,0 days 00:00:34.084153000,30,1.0096428053808966e-08,0.99,0.98,0.0017281609840226126,2048,5,0.007571353922364418,PRUNED
31,0.4341262876987457,2020-06-23 08:04:00.708155,2020-06-23 08:05:36.581281,0 days 00:01:35.873126000,20,0.07300811961202487,0.95,0.9,0.1468604987239756,2048,5,0.00029193689345358804,COMPLETE
32,0.04272016882896423,2020-06-23 08:05:36.582128,2020-06-23 08:07:13.597264,0 days 00:01:37.015136000,20,0.006290953565349209,0.95,0.9,0.33157948594879944,2048,5,0.00010360072756480659,COMPLETE
33,0.32887476682662964,2020-06-23 08:07:13.598233,2020-06-23 08:08:05.879514,0 days 00:00:52.281281000,20,0.0019799626600002563,0.95,0.9,0.03280021507738515,2048,5,0.0004619408130202013,PRUNED
34,1.464572548866272,2020-06-23 08:08:06.397822,2020-06-23 08:08:50.255550,0 days 00:00:43.857728000,20,0.07347887951476054,0.95,0.95,0.11550819212073286,512,1,3.687224351855734e-05,PRUNED
35,0.10185487568378448,2020-06-23 08:08:50.768613,2020-06-23 08:10:29.228075,0 days 00:01:38.459462000,30,0.01206980636922939,0.98,0.9,0.01036804599378099,128,1,0.0013226726865508518,PRUNED
36,4.500011920928955,2020-06-23 08:10:29.760690,2020-06-23 08:13:23.296070,0 days 00:02:53.535380000,20,0.0017137922503841206,0.95,0.92,0.1267237418537394,16,5,0.003933814052263927,PRUNED
37,0.5034189224243164,2020-06-23 08:13:23.840485,2020-06-23 08:14:10.189680,0 days 00:00:46.349195000,30,0.017046816634095532,0.95,0.8,0.8979834655180043,4096,10,4.242391830761375e-05,PRUNED
38,0.04071611911058426,2020-06-23 08:14:10.702956,2020-06-23 08:15:45.590139,0 days 00:01:34.887183000,15,1.1101067212937518e-05,0.9,0.95,0.06582120389580595,2048,5,0.0003448656271737302,COMPLETE
39,0.0396871380507946,2020-06-23 08:15:45.591121,2020-06-23 08:17:51.436397,0 days 00:02:05.845276000,15,1.5755699857899587e-05,0.9,0.95,0.05085667088101214,256,20,0.008147381283087571,COMPLETE
40,0.4774503707885742,2020-06-23 08:17:51.437283,2020-06-23 08:19:02.330094,0 days 00:01:10.892811000,15,5.768936123919811e-06,0.9,0.95,0.07790917119715997,256,20,0.007379676283438044,PRUNED
41,0.05787038803100586,2020-06-23 08:19:02.924996,2020-06-23 08:21:10.583835,0 days 00:02:07.658839000,15,2.4972043826816258e-05,0.9,0.95,0.04866412426164297,256,20,0.016066673228484273,COMPLETE
42,0.03789180517196655,2020-06-23 08:21:10.584716,2020-06-23 08:23:20.055679,0 days 00:02:09.470963000,15,2.1731759025747604e-06,0.9,0.95,0.006336508399103668,256,20,0.0022342378422952006,COMPLETE
43,0.03881429508328438,2020-06-23 08:23:20.056658,2020-06-23 08:25:30.263344,0 days 00:02:10.206686000,15,2.2135723349059853e-06,0.9,0.95,0.004117294670829229,256,20,0.002629001943233253,COMPLETE
44,0.03768463432788849,2020-06-23 08:25:30.264211,2020-06-23 08:27:44.895044,0 days 00:02:14.630833000,15,1.7601045411467444e-06,0.9,0.95,0.005000012879646788,256,20,0.002796778938469926,COMPLETE
45,0.03801332041621208,2020-06-23 08:27:44.896023,2020-06-23 08:29:56.640479,0 days 00:02:11.744456000,15,2.4429555317455113e-06,0.9,0.95,0.0047502876894654255,256,20,0.002204205501973274,COMPLETE
46,0.03764713183045387,2020-06-23 08:29:56.641370,2020-06-23 08:32:03.105687,0 days 00:02:06.464317000,15,1.390010324909393e-06,0.9,0.95,0.004777834289845591,256,20,0.002350902209122275,COMPLETE
47,0.20368592441082,2020-06-23 08:32:03.106665,2020-06-23 08:33:06.834043,0 days 00:01:03.727378000,15,9.126804444609694e-07,0.9,0.95,0.0007111085070276552,256,20,0.0008887175543170721,PRUNED
48,0.038085080683231354,2020-06-23 08:33:07.505768,2020-06-23 08:35:15.733464,0 days 00:02:08.227696000,15,3.7265567817710772e-06,0.9,0.95,0.006953766821742373,256,20,0.004625207237406078,COMPLETE
49,0.03818031772971153,2020-06-23 08:35:15.734364,2020-06-23 08:37:22.125491,0 days 00:02:06.391127000,15,5.102451222150703e-07,0.9,0.95,0.0017114393124664843,256,20,0.002255925387992856,COMPLETE
50,0.06102825328707695,2020-06-23 08:37:22.126341,2020-06-23 08:38:25.970868,0 days 00:01:03.844527000,15,1.051407951862135e-07,0.9,0.95,0.0010917547424204109,256,20,0.0010334847914907166,PRUNED
51,0.06837936490774155,2020-06-23 08:38:26.671722,2020-06-23 08:39:31.832846,0 days 00:01:05.161124000,15,3.93951797319755e-06,0.9,0.95,0.006522124402787603,256,20,0.00456914807360898,PRUNED
52,0.03764227777719498,2020-06-23 08:39:32.528467,2020-06-23 08:41:39.288706,0 days 00:02:06.760239000,15,1.5512794040901333e-06,0.9,0.95,0.016091469652430725,256,20,0.004256426395981529,COMPLETE
53,0.03829461336135864,2020-06-23 08:41:39.289689,2020-06-23 08:43:47.486789,0 days 00:02:08.197100000,15,9.940421244393302e-07,0.9,0.95,0.01580837329414609,256,20,0.0018036136246470165,COMPLETE
54,1.4900435209274292,2020-06-23 08:43:47.487668,2020-06-23 08:44:32.412809,0 days 00:00:44.925141000,15,3.7057283264638717e-07,0.9,0.95,0.00019247991966701993,256,20,0.0005615932631293213,PRUNED
55,0.09553517401218414,2020-06-23 08:44:33.145225,2020-06-23 08:45:37.081127,0 days 00:01:03.935902000,15,1.8607397876033456e-06,0.999,0.95,0.0028343095646157224,256,20,0.0037928129094581143,PRUNED
56,0.2052939385175705,2020-06-23 08:45:37.698405,2020-06-23 08:46:22.836648,0 days 00:00:45.138243000,15,1.3068392912660542e-06,0.9,1.0,0.0023584964145676535,256,20,0.0010002762895400762,PRUNED
57,1.4468492269515991,2020-06-23 08:46:23.614728,2020-06-23 08:47:23.554208,0 days 00:00:59.939480000,15,7.753088966804228e-06,0.9,0.98,0.018800621084768612,64,20,0.010969983931647193,PRUNED
58,0.039087843149900436,2020-06-23 08:47:24.184955,2020-06-23 08:49:23.150743,0 days 00:01:58.965788000,15,8.668433521731803e-05,0.98,0.95,0.008522756696965643,1024,20,0.0029331261028991184,COMPLETE
59,1.0395032167434692,2020-06-23 08:49:23.151641,2020-06-23 08:51:54.182307,0 days 00:02:31.030666000,15,3.1554470546084866e-06,0.9,0.99,0.003986648930616232,16,20,0.005605280339863113,PRUNED
60,0.8084944486618042,2020-06-23 08:51:54.999761,2020-06-23 08:52:42.513337,0 days 00:00:47.513576000,10,1.1283281312818638e-07,0.9999,0.95,0.0052117297152694635,256,20,0.0019360347958258376,PRUNED
61,0.038413647562265396,2020-06-23 08:52:43.322591,2020-06-23 08:55:05.527055,0 days 00:02:22.204464000,15,3.390476834949733e-06,0.9,0.95,0.0274986486017488,256,20,0.005143883497521802,COMPLETE
62,0.039192233234643936,2020-06-23 08:55:05.527924,2020-06-23 08:57:20.742590,0 days 00:02:15.214666000,15,6.075302310104588e-07,0.9,0.95,0.016684970282048982,256,20,0.011220756236474257,COMPLETE
63,0.03943689912557602,2020-06-23 08:57:20.743543,2020-06-23 08:59:45.184889,0 days 00:02:24.441346000,15,7.002959810971242e-06,0.9,0.95,0.0076683109282926305,256,20,0.003063340282708185,COMPLETE
64,0.4723629355430603,2020-06-23 08:59:45.185866,2020-06-23 09:01:18.023490,0 days 00:01:32.837624000,15,3.4601189662198313e-07,0.995,0.95,0.011967529448211642,32,3,0.0012120873669689933,PRUNED
65,0.3181719183921814,2020-06-23 09:01:19.293694,2020-06-23 09:02:08.681193,0 days 00:00:49.387499000,15,1.5576048402267438e-06,0.9,0.95,0.0020474045178958417,256,20,0.0004634833181770982,PRUNED
66,0.07130183279514313,2020-06-23 09:02:09.722581,2020-06-23 09:03:10.954299,0 days 00:01:01.231718000,15,3.832481014241667e-05,0.9,0.92,0.00480521225432203,256,20,0.0007049557683859259,PRUNED
67,1.7928699254989624,2020-06-23 09:03:12.310863,2020-06-23 09:03:58.331096,0 days 00:00:46.020233000,15,1.3289065881480607e-05,0.99,1.0,0.0009227359655302276,128,1,0.005428098108253406,PRUNED
68,0.43702593445777893,2020-06-23 09:03:59.392741,2020-06-23 09:04:44.577604,0 days 00:00:45.184863000,15,2.4479384975717367e-06,0.999,0.95,0.02451702642503689,256,20,0.038282377378048224,PRUNED
69,0.03787623718380928,2020-06-23 09:04:45.477280,2020-06-23 09:06:46.138432,0 days 00:02:00.661152000,10,4.369814956454827e-06,0.9,0.8,0.007835844766706077,256,20,0.0017187663341815932,COMPLETE
70,0.03885597363114357,2020-06-23 09:06:46.139313,2020-06-23 09:08:30.283901,0 days 00:01:44.144588000,10,2.3814080038891433e-07,0.9,0.8,0.01013389099604393,512,10,0.0019921349825633423,COMPLETE
71,0.03904559463262558,2020-06-23 09:08:30.284924,2020-06-23 09:10:32.698413,0 days 00:02:02.413489000,10,4.8330392137378165e-06,0.9,0.8,0.0031336481668792766,256,20,0.0035824784317558672,COMPLETE
72,0.040426790714263916,2020-06-23 09:10:32.699311,2020-06-23 09:12:35.719546,0 days 00:02:03.020235000,10,7.884446993273955e-07,0.9,0.8,0.0064933299833914845,256,20,0.0014008097845543761,COMPLETE
73,0.39172038435935974,2020-06-23 09:12:35.720525,2020-06-23 09:13:18.942139,0 days 00:00:43.221614000,10,2.171796207805025e-05,0.9,0.8,0.0014495991988955647,256,20,0.0008654927325693429,PRUNED
74,0.046464163810014725,2020-06-23 09:13:19.726924,2020-06-23 09:14:21.003898,0 days 00:01:01.276974000,15,9.574318985734172e-06,0.9,0.98,0.013439159511614942,1024,20,0.01537973193031147,PRUNED
75,0.5750911831855774,2020-06-23 09:14:22.016537,2020-06-23 09:15:13.024988,0 days 00:00:51.008451000,10,1.8324186176700128e-08,0.98,0.95,0.00894126710516683,64,3,0.0017172284336482932,PRUNED
76,0.80305415391922,2020-06-23 09:15:13.904657,2020-06-23 09:16:03.289038,0 days 00:00:49.384381000,15,1.275856322915387e-06,0.9999,0.99,0.02976743426392401,256,20,0.008480258758786273,PRUNED
77,1.5579551458358765,2020-06-23 09:16:04.600638,2020-06-23 09:17:35.521799,0 days 00:01:30.921161000,15,2.7238861302489355e-06,0.9,0.95,0.0028449650089457,32,20,0.0026468381376946602,PRUNED
78,0.5569530725479126,2020-06-23 09:17:36.668998,2020-06-23 09:18:21.389071,0 days 00:00:44.720073000,15,5.731336539900009e-06,0.995,0.8,0.00036862018670340274,256,10,0.005810269965397896,PRUNED
79,0.6584615111351013,2020-06-23 09:18:22.414150,2020-06-23 09:20:16.901337,0 days 00:01:54.487187000,10,4.6338886851706665e-07,0.9,0.95,0.005254996033721621,16,20,0.025616052865152814,PRUNED
80,2.640399217605591,2020-06-23 09:20:17.909734,2020-06-23 09:20:56.913306,0 days 00:00:39.003572000,15,1.925203141572629e-06,0.9,0.95,1.150756836231771e-06,256,1,0.0006822469065826079,PRUNED
81,0.4341089725494385,2020-06-23 09:20:57.944307,2020-06-23 09:21:43.625598,0 days 00:00:45.681291000,15,5.074458791471738e-07,0.9,0.95,0.0013620796840904358,256,20,0.001973233838324903,PRUNED
82,0.03749299794435501,2020-06-23 09:21:44.681766,2020-06-23 09:23:55.232571,0 days 00:02:10.550805000,15,9.386438752202742e-07,0.9,0.95,0.0017296927404930307,256,20,0.003995018180464256,COMPLETE
83,0.038736265152692795,2020-06-23 09:23:55.233459,2020-06-23 09:26:03.342187,0 days 00:02:08.108728000,15,1.6029730213476668e-07,0.9,0.95,0.003764045272184713,256,20,0.003733649873834464,COMPLETE
84,0.1774599403142929,2020-06-23 09:26:03.343201,2020-06-23 09:26:50.421707,0 days 00:00:47.078506000,15,1.140857972164372e-06,0.9,0.95,0.007422297803000529,256,20,0.0011930385334331303,PRUNED
85,0.5844425559043884,2020-06-23 09:26:51.316205,2020-06-23 09:27:37.165292,0 days 00:00:45.849087000,15,4.742786405299533e-06,0.99,0.92,0.0006797673049342523,256,20,0.0026882890765292594,PRUNED
86,3.257941722869873,2020-06-23 09:27:38.267517,2020-06-23 09:28:31.409615,0 days 00:00:53.142098000,15,5.607848705560095e-08,0.9,0.95,2.918807484479112e-06,128,20,0.009759802406719332,PRUNED
87,0.33443886041641235,2020-06-23 09:28:32.401103,2020-06-23 09:29:06.919470,0 days 00:00:34.518367000,15,8.406750456108582e-07,0.9,0.95,0.01937899326896376,4096,10,0.00434299085734555,PRUNED
88,0.04453181102871895,2020-06-23 09:29:07.952470,2020-06-23 09:30:17.787239,0 days 00:01:09.834769000,15,3.6579514504211937e-06,0.9,0.95,0.0020992668582063114,256,20,0.006146921626282252,PRUNED
89,0.055233485996723175,2020-06-23 09:30:18.901418,2020-06-23 09:31:55.259011,0 days 00:01:36.357593000,20,1.5092046505639016e-06,0.9,0.95,0.011138575938744977,512,20,0.0015450235665468274,PRUNED
90,0.09322948008775711,2020-06-23 09:31:56.417003,2020-06-23 09:32:55.581223,0 days 00:00:59.164220000,30,2.4771380844854016e-06,0.999,1.0,0.0370391227310083,256,20,0.002265107573265878,PRUNED
91,0.20673330128192902,2020-06-23 09:32:56.540077,2020-06-23 09:33:47.718532,0 days 00:00:51.178455000,15,2.777221215041147e-07,0.9,0.95,0.0019546938343485806,256,20,0.003259571579484802,PRUNED
92,0.11617742478847504,2020-06-23 09:33:48.839866,2020-06-23 09:34:33.942967,0 days 00:00:45.103101000,15,6.940036608296229e-07,0.9,0.95,0.0011191602713997678,256,20,0.002229003176432969,PRUNED
93,0.06383627653121948,2020-06-23 09:34:34.968983,2020-06-23 09:35:26.218194,0 days 00:00:51.249211000,15,4.6247390643714753e-07,0.9,0.95,0.0037190921635998383,256,20,0.004432070608348045,PRUNED
94,0.038303475826978683,2020-06-23 09:35:27.362871,2020-06-23 09:37:35.801109,0 days 00:02:08.438238000,15,8.627643960443254e-06,0.9,0.95,0.00652735816724391,256,20,0.0011427344598810042,COMPLETE
95,0.10764016956090927,2020-06-23 09:37:35.802177,2020-06-23 09:38:21.395670,0 days 00:00:45.593493000,15,1.5935417543519074e-06,0.9,0.95,0.002453114773084216,256,20,0.0008768505344757771,PRUNED
96,0.6385564208030701,2020-06-23 09:38:22.612646,2020-06-23 09:39:02.442246,0 days 00:00:39.829600000,15,7.512982031458252e-08,0.9,0.8,0.015266991918916013,2048,20,0.00036850176715854906,PRUNED
97,0.6252379417419434,2020-06-23 09:39:03.440690,2020-06-23 09:39:43.270773,0 days 00:00:39.830083000,15,1.0994011864391886e-06,0.98,0.98,0.0007177106729454446,256,3,0.006565316432419958,PRUNED
98,0.5021156668663025,2020-06-23 09:39:44.502461,2020-06-23 09:40:52.059663,0 days 00:01:07.557202000,20,1.9055396036283716e-05,0.9,0.95,0.0003078497399033455,64,10,0.0016358698670649763,PRUNED
99,0.20517337322235107,2020-06-23 09:40:53.063310,2020-06-23 09:41:42.168909,0 days 00:00:49.105599000,15,4.013713088309992e-06,0.9999,0.99,0.004606812976655002,256,20,0.0031660850997235154,PRUNED
